Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
1240	Student	3	0	10252	16	51	19	42	10252	29319	192	0	9	1	0	5	1	384	7	52	3	25	4	20	0	
1250	Student	3	0	11528	17	10	8	0	0	30324	0	0	7	1	0	3	1	354	10	52	3	27	3	19	0	
1254	Visitor	1	0	8893	17	19	19	47	8893	30862	371	0	5	2	3	9	1	365	10	52	2	27	3	20	0	
1256	Faculty	2	0	10743	17	33	8	0	0	31662	0	0	5	2	3	9	1	365	17	53	2	28	3	20	0	
1257	Student	3	0	12943	17	39	8	0	0	32038	0	0	12	3	1	3	1	654	17	54	3	30	1	20	0	
1259	Visitor	1	0	8018	17	43	19	57	8018	32274	334	0	12	3	0	4	1	654	18	55	4	30	1	20	0	
1262	Student	3	0	9027	17	46	8	0	0	32453	0	0	12	3	0	4	1	654	16	55	4	30	1	20	0	
1263	Faculty	2	0	9088	17	44	8	0	0	32332	0	0	6	2	1	11	2	365	17	56	4	31	1	20	0	
1265	Faculty	2	0	10142	17	41	8	0	0	32113	0	0	6	2	1	11	1	365	18	53	3	29	1	20	0	
1270	Staff	5	0	12778	17	51	8	0	0	32700	0	0	1	4	9	2	1	672	14	49	2	27	2	18	0	
1273	Staff	5	0	10898	17	50	8	0	0	32584	0	0	4	2	8	5	1	386	17	53	3	29	2	19	0	
1277	Faculty	2	0	7602	17	54	8	0	0	32793	0	0	4	2	8	5	1	386	12	49	1	28	2	18	0	
1278	Faculty	2	0	9269	17	57	8	0	0	32970	0	0	4	2	8	5	1	386	11	49	2	27	2	18	0	
1279	Student	3	0	9653	18	5	8	0	0	33419	0	0	5	2	2	10	1	365	13	49	2	27	2	18	0	
1280	Student	3	0	12213	17	52	8	0	0	32685	0	0	9	1	1	4	1	384	12	50	2	28	2	18	0	
1281	Staff	5	0	13008	17	56	8	0	0	32877	0	0	9	1	0	5	1	384	12	49	1	28	2	18	0	
1282	Student	3	0	14191	17	56	8	0	0	32869	0	0	3	2	11	2	1	386	13	49	1	28	2	18	0	
1284	Faculty	2	0	10240	18	1	8	0	0	33200	0	0	10	1	1	4	1	384	13	51	2	29	2	18	0	
1285	Student	3	0	7104	18	13	8	0	0	33883	0	0	1	4	8	3	1	672	8	49	2	28	2	17	0	
1286	Staff	5	0	5547	18	10	19	43	5547	33723	69	0	5	2	2	10	1	365	11	48	2	27	2	17	0	
1290	Student	3	0	12675	18	36	8	0	0	35253	0	0	6	2	2	10	2	365	3	49	3	29	0	17	0	
1292	Faculty	2	0	9681	18	6	8	0	0	33405	0	0	6	2	3	9	1	365	13	49	2	27	2	18	0	
1293	Student	3	0	12288	18	12	8	0	0	33762	0	0	6	2	3	9	1	365	10	48	2	27	2	17	0	
1294	Student	3	0	7046	18	24	8	0	0	34493	0	0	6	2	2	10	1	365	11	52	5	28	2	17	0	
1297	Student	3	0	9658	18	33	8	0	0	35043	0	0	0	4	8	3	1	672	4	49	3	29	0	17	0	
1298	Student	3	0	9761	18	30	8	0	0	34857	0	0	11	3	1	3	1	654	6	47	2	28	1	16	0	
