Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
936	Faculty	2	0	1500	8	25	8	50	1500	1461	44	0	8	1	1	2	1	354	6	92	12	50	8	22	0	
935	Faculty	2	0	2046	8	23	8	57	2046	1354	60	0	5	2	10	2	1	365	5	94	14	50	8	22	1	
937	Visitor	1	0	2548	8	28	9	10	2548	1641	106	0	8	1	1	2	1	354	8	90	11	49	8	22	2	
963	Faculty	2	0	2620	8	0	8	0	0	-197	0	0	0	0	0	0	2	672	15	0	0	0	0	0	4	
950	Visitor	1	0	1729	8	44	9	13	1729	2544	72	0	9	1	3	2	1	384	11	81	7	44	8	22	4	
946	Visitor	1	0	2133	8	39	9	14	2133	2217	89	0	10	1	4	1	1	384	9	85	9	46	8	22	4	
964	Faculty	2	0	6201	8	0	8	0	0	-199	0	0	0	0	0	0	2	672	14	0	0	0	0	0	5	
972	Staff	5	0	7733	8	0	8	0	0	-236	0	0	0	0	0	0	2	672	15	0	0	0	0	0	5	
974	Student	3	0	11891	8	0	8	0	0	-248	0	0	0	0	0	0	2	672	14	0	0	0	0	0	5	
929	Visitor	1	0	3267	8	15	9	9	3267	871	136	0	5	2	11	1	1	365	5	98	16	52	8	22	5	
975	Faculty	2	0	581	9	9	9	19	581	3887	17	0	5	2	4	8	1	365	15	70	2	38	8	22	6	
942	Visitor	1	0	2567	8	34	9	17	2567	1973	107	0	6	2	9	3	1	365	9	88	10	48	8	22	6	
956	Student	3	0	1233	8	57	9	17	1233	3232	23	0	6	2	7	5	1	365	14	75	5	40	8	22	7	
980	Visitor	1	0	1995	8	0	8	0	0	-284	0	0	0	0	0	0	2	672	12	0	0	0	0	0	7	
995	Student	3	0	13670	8	0	8	0	0	-387	0	0	0	0	0	0	2	672	11	0	0	0	0	0	8	
939	Faculty	2	0	3893	8	34	9	39	3893	1951	114	0	6	2	9	3	1	365	9	89	11	48	8	22	9	
999	Student	3	0	1930	8	0	8	0	0	-402	0	0	0	0	0	0	2	672	11	0	0	0	0	0	9	
1006	Visitor	1	0	5211	8	0	8	0	0	-457	0	0	0	0	0	0	2	672	10	0	0	0	0	0	9	
