Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
931	Faculty	2	1	7592	8	18	10	24	7592	1057	221	0	6	2	11	1	1	365	7	95	15	50	8	22	16	
1022	Staff	5	1	8368	8	0	8	0	0	0	0	0	0	0	0	0	2	672	10	0	0	0	0	0	16	
1020	Staff	5	1	9616	8	0	8	0	0	0	0	0	0	0	0	0	2	672	14	0	0	0	0	0	16	
1026	Student	3	1	10217	8	0	8	0	0	0	0	0	0	0	0	0	2	672	14	0	0	0	0	0	16	
1018	Staff	5	1	13576	8	0	8	0	0	0	0	0	0	0	0	0	2	672	7	0	0	0	0	0	16	
1030	Student	3	1	13629	8	0	8	0	0	0	0	0	0	0	0	0	2	672	12	0	0	0	0	0	16	
1027	Student	3	1	13436	8	0	8	0	0	0	0	0	0	0	0	0	2	672	11	0	0	0	0	0	16	
1029	Staff	5	1	13122	8	0	8	0	0	0	0	0	0	0	0	0	2	672	13	0	0	0	0	0	16	
1019	Staff	5	1	751	10	10	10	22	751	7787	9	0	10	1	0	5	1	384	18	53	1	26	4	22	16	
1031	Student	3	1	11918	8	0	8	0	0	0	0	0	0	0	0	0	2	672	9	0	0	0	0	0	16	
934	Staff	5	1	8023	8	23	10	37	8023	1373	100	0	6	2	9	3	1	365	7	92	14	48	8	22	16	
962	Faculty	2	1	5644	9	5	10	39	5644	3872	165	0	5	2	3	9	1	365	17	65	0	35	8	22	16	
1012	Visitor	1	1	1277	10	1	10	23	1277	7278	53	0	4	2	9	4	1	386	15	55	1	28	4	22	16	
946	Faculty	2	1	7383	8	39	10	42	7383	2315	215	0	5	2	7	5	1	365	7	82	9	43	8	22	17	
930	Visitor	1	1	9096	8	19	10	50	9096	1123	379	0	7	1	2	1	1	354	8	95	15	50	8	22	17	
943	Student	3	1	7544	8	51	10	57	7544	3078	141	0	5	2	4	8	2	365	11	74	4	40	8	22	17	
1023	Visitor	1	1	2499	10	7	10	49	2499	7617	104	0	3	2	11	2	1	386	19	53	1	26	4	22	17	
966	Student	3	1	6530	9	9	10	58	6530	4159	122	0	6	2	2	10	1	365	21	64	0	34	8	22	17	
1033	Faculty	2	1	1838	10	19	10	49	1838	8322	54	0	6	2	1	11	1	365	14	49	1	22	4	22	18	
1045	Student	3	1	10666	8	0	8	0	0	0	0	0	0	0	0	0	2	672	10	0	0	0	0	0	18	
1008	Visitor	1	1	3649	10	6	11	6	3649	7536	152	0	6	2	1	11	2	365	18	54	1	27	4	22	18	
1047	Staff	5	1	1610	8	0	8	0	0	0	0	0	0	0	0	0	2	672	13	0	0	0	0	0	18	
1041	Faculty	2	1	835	10	52	11	6	835	10310	24	0	5	2	2	10	2	365	7	49	2	24	1	22	18	
988	Student	3	1	5371	9	39	11	9	5371	5943	101	0	12	3	3	1	2	654	9	56	0	29	5	22	18	
1025	Faculty	2	1	3042	10	14	11	5	3042	8062	89	0	3	2	9	4	1	386	18	50	1	24	3	22	18	
940	Student	3	1	9635	8	30	11	11	9635	1798	181	0	7	1	1	2	1	354	9	87	11	46	8	22	18	
998	Faculty	2	1	5816	9	33	11	10	5816	5561	170	0	4	2	11	2	1	386	18	62	0	33	7	22	18	
965	Student	3	1	7829	9	11	11	22	7829	4277	147	0	5	2	3	9	1	365	22	63	0	33	8	22	19	
947	Faculty	2	1	9309	8	37	11	12	9309	2223	272	0	9	1	4	1	1	384	7	83	9	44	8	22	19	
1036	Student	3	1	3456	10	28	11	25	3456	8853	65	0	4	2	7	6	1	386	15	51	2	23	4	22	19	
960	Faculty	2	1	8367	8	56	11	16	8367	3385	244	0	10	1	0	5	1	384	15	70	2	38	8	22	19	
1039	Visitor	1	1	2628	10	38	11	22	2628	9504	110	0	12	3	1	3	1	654	7	48	1	23	2	22	20	
1032	Visitor	1	1	2648	10	41	11	25	2648	9633	110	0	11	3	1	3	2	654	6	49	1	24	2	22	20	
974	Faculty	2	1	8058	9	12	11	27	8058	4332	235	0	9	1	0	5	1	384	21	63	0	33	8	22	20	
1058	Visitor	1	1	8879	8	0	8	0	0	0	0	0	0	0	0	0	2	672	10	0	0	0	0	0	20	
932	Visitor	1	1	10503	8	20	11	15	10503	1205	438	0	5	2	10	2	1	365	8	93	14	49	8	22	20	
945	Faculty	2	1	10509	8	38	11	33	10509	2300	307	0	7	1	0	3	1	354	7	82	9	43	8	22	20	
